Accelerometer 1 (m/s^2),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),line_id
1.0916888916967182,2.3171067693093206,0.00808210486206796,1
-1.3459612157808583,-0.6407426705043048,-0.5697569054514874,2
2.286229032692736,0.6049126122618539,1.0873936377482132,3
-0.45279520989848676,-0.28152097383880187,0.8562850361235573,4
1.4206169102495472,0.6510146201295,-0.6041067690914459,1
-0.02241192363722209,-0.7899575353722968,0.18191159727856832,2
0.14042377739585393,-0.954177940417526,0.35838938223228717,3
-1.982595715077058,-0.8574100582498856,0.04425687279661705,4
-0.167643471202003,-0.7940281929323177,-0.3046750430126273,1
0.2488327743672105,-0.6623867187331988,1.1152381402364655,2
-0.26677561246504744,0.7370863685257617,0.016025373773707892,3
0.8350593337987379,0.09836983048432994,0.449027472874907,4
-0.14018712086808457,0.4890082871647798,-1.3384200678043479,1
-0.7077425587996338,-1.1200803210021884,1.1127559628004517,2
-1.6698434639931896,-1.0479645428741513,-0.6225891579987222,3
0.15136487981980118,-0.951663893567177,-0.22056458453760494,4
-0.6420286622871251,-0.6908578911573151,-1.2402444768188154,1
-0.1980630785649584,1.5587229520384867,-1.3389707681590028,2
-0.10941884435696157,0.22801555991332145,0.292532734222318,3
-1.8425030253149992,-1.0525269814862774,-1.170548151427908,4
-0.6536189079342465,-0.6351576603191512,-0.03831028518292624,1
-0.06993333950895657,0.4486807159835414,0.6055622778822026,2
-1.1804506347056465,0.6229627915938398,-0.6301179638254012,3
-0.2550372414628725,-1.5681525445728186,0.4510600394265896,4
1.6623693785046212,-1.7269896804029978,0.575658526547179,1
0.3240209221806908,-0.8608172022878937,-1.1063928338764744,2
0.06995285991717028,0.09138909220166064,0.10704122764303375,3
0.2538866203943853,-1.4128722928363024,-0.5256617404463331,4
0.6118202326723416,0.27905348311813316,0.5861190758949077,1
0.09535034306718806,0.2739686859179424,-1.3739753903269438,2
-0.3435119098567081,-1.1963446305571823,0.5962710854969242,3
0.3799060632162586,-0.014608402087296406,-0.4820288909678456,4
0.9174019912023208,-0.5030768367826388,1.731762865714186,1
0.8128630895947024,0.9990670508674604,-0.42543756092071267,2
0.1535942856188751,0.4456780054059683,-0.1591935223440007,3
0.22837718050397723,1.6134354551149002,1.1319587109511735,4
-0.327307252570087,0.25652029466343,-0.3389065680661533,1
0.4142578019935712,-0.38531719143438276,0.5160434496719988,2
-0.7646953662000597,0.3785122035114652,-0.11241387318722523,3
-0.5663230773901532,1.486610423731727,-0.7696579915248916,4
-0.4655307838815505,-0.22770563522456974,0.15101440677208838,1
0.6057131257431353,1.2029836061233272,1.3256353802722047,2
0.2066323424212641,-0.22783577355058943,-0.5056795793193987,3
0.27791972233826634,-0.16614501704328552,2.014293565954865,4
0.9776562225147691,-0.9189397293130432,0.6644181633162658,1
0.4718818309024156,-1.3318739158891295,0.14376190157768662,2
1.3145349625583536,-0.22212073121834985,-1.3573192528424396,3
-0.15767969037722596,1.9052534029250974,2.3939219170950383,4
1.2082987209304803,0.6320851598296015,0.5281647599423271,1
-0.28150019918116964,-0.4513601243009204,-0.5791212821736238,2
-0.1199655815462897,0.5220567809491633,-0.1297053087252165,3
0.2057189268651023,0.8503464968430118,1.2209577929258235,4
-0.8745261505201897,1.301870602171528,-0.2941786690663391,1
-0.4352014571256777,0.21924264707247912,-2.101882188953045,2
0.17008188587864295,-1.0743125979818628,0.30841930546159857,3
-0.03902085824676458,-3.4244845029034052,-0.48798207453675296,4
0.9223250060493271,0.8752755664449062,1.2519676530608523,1
-0.43385627566285695,-0.04708523758559225,-1.2507616113997246,2
-0.8602860594785207,1.0114868778504007,-0.23688214107359973,3
0.43124525313971823,-0.1223191389863597,1.6615482089883842,4
-1.1678223505233485,1.3252653714231502,-1.3665843105245714,1
0.19018223326274297,-0.10406586263019628,1.3387079859957547,2
-0.062446111216056914,-0.4935007092560813,-0.8365173226229325,3
1.4470506347303005,-0.34848576557580324,-0.2777440617475852,4
0.20458087184825835,1.4319360537128487,1.3610373981260382,1
1.9609491121780342,-0.43403465288522364,-0.06990195465273889,2
-0.4954028025436002,1.1510238434032922,-0.9908485003446239,3
0.4562143794858859,0.4733567696910798,-0.32652424262759316,4
0.06129711232838301,-1.6879679276175068,-0.4604040907263753,1
0.8715356885231177,-1.2434181236839315,-0.6314898770561532,2
1.1286562194491736,-0.36735500226825873,1.7171521518466506,3
-0.24610372040840575,0.6001199052506065,0.8829158338661763,4
-0.9698205322328862,-0.33687056421507555,0.55173055122966,1
-1.3976536313266326,-1.013698743739031,0.7591182339549798,2
-0.29409350547404645,-0.2749052910348754,-0.3048375981714447,3
